Accident_Chainage,Equipment_Chainage,Equip_LATITUDE,Equip_LONGITUDE,Location
54.9,54.9,78.51698,17.59244,Medchal_54.900_inner
55,54.9,78.51698,17.59244,Medachal
55,54.9,78.51698,17.59244,Medchal_55_Outer
55,54.9,78.51698,17.59244,Medchal_55.000_Outer
55,54.9,78.51698,17.59244,Medchal_55.000_Inner
55.1,54.9,78.51698,17.59244,Medachal
55.15,54.9,78.51698,17.59244,Medchal_55.150 Inner
55.3,54.9,78.51698,17.59244,Medchal_55.300_inner
55.5,55.9,78.52627,17.5911,Medchal_55.500 _outer
55.5,55.9,78.52627,17.5911,Medchal_55.500 Inner
55.65,55.9,78.52627,17.5911,Medchal_55.650 Inner
55.8,55.9,78.52627,17.5911,Medchal_55.800 Outer
55.8,55.9,78.52627,17.5911,Medchal_55.800 Outer
56,55.9,78.52627,17.5911,Medchal_56.000_inner
56,55.9,78.52627,17.5911,Medchal_56.000_Serviceroad
56,55.9,78.52627,17.5911,Medchal_56 - 55_INNER
56,55.9,78.52627,17.5911,Medchal_56.000_Inner
56,55.9,78.52627,17.5911,Medchal_56.000 Inner
56.5,56.9,78.53563,17.58976,Medchal_56.500_OUTER
56.5,56.9,78.53563,17.58976,Medchal_56.500 _outer
56.5,56.9,78.53563,17.58976,Medchal_56.500 Outer
56.8,56.9,78.53563,17.58976,Medchal_56.800 _outer
57,56.9,78.53563,17.58976,Medchal_57.000 _outer
57,56.9,78.53563,17.58976,Medchal_57.000 _outer
57,56.9,78.53563,17.58976,Medchal_57.000_inner
57,56.9,78.53563,17.58976,Medchal_57.000 _outer
57,56.9,78.53563,17.58976,Medchal_57.000_OUTER
57,56.9,78.53563,17.58976,Medchal_57.000_Inner
57,56.9,78.53563,17.58976,Medchal_57.000_Outer
57,56.9,78.53563,17.58976,Medchal_57.000 Inner
57.2,56.9,78.53563,17.58976,Medchal_57.200_Outer
57.2,56.9,78.53563,17.58976,Medchal_57.200 Outer
57.5,57.9,78.54484,17.58802,Medchal_57.500 Outer
57.6,57.9,78.54484,17.58802,Medchal_57.600_Outer
57.7,57.9,78.54484,17.58802,Shamirpet_57.700 Inner
57.9,57.9,78.54484,17.58802,Medchal_57.900_inner
58,57.9,78.54484,17.58802,Shamirpet_58.000_inner
58,57.9,78.54484,17.58802,Shamirpet_58.000_OUTER
58,57.9,78.54484,17.58802,Medchal_58.000
58,57.9,78.54484,17.58802,Medchal_58.000 _outer
58,57.9,78.54484,17.58802,Medchal_58.000 _outer
58,57.9,78.54484,17.58802,Medchal_58.000_INNER
58.2,57.9,78.54484,17.58802,Medchal_58.200 Inner
58.2,57.9,78.54484,17.58802,Shamirpet_58.200 Inner
58.4,57.9,78.54484,17.58802,Shamirpet_58.400_Outer
59,58.9,78.55351,17.58457,Medchal_59.000_inner
59,58.9,78.55351,17.58457,Medchal_59.000_inner
59,58.9,78.55351,17.58457,Medchal_59.000_inner
59,58.9,78.55351,17.58457,Medchal_59.000_OUTER
59,58.9,78.55351,17.58457,Shamirpet_59.000_Inner
59.1,58.9,78.55351,17.58457,Medchal_59.100 Inner
59.5,59.4,78.55815,17.5831,Shamirpet_59.500_Outer
59.8,60,78.5632,17.58065,Shamirpet_59.800 Inner
59.95,60,78.5632,17.58065,Shamirpet_59.950_inner
59.95,60,78.5632,17.58065,Shamirpet_59.950_inner
59.95,60,78.5632,17.58065,Medchal_59.950 Inner
60,60,78.5632,17.58065,Shamirpet
60,60,78.5632,17.58065,Shamirpet_60.000 _outer
60,60,78.5632,17.58065,Shamirpet_60.000_inner
60,60,78.5632,17.58065,Shamirpet_60.000_OUTER
60,60,78.5632,17.58065,Shamirpet_60.000_inner
60,60,78.5632,17.58065,Shamirpet_60.000_Outer
60,60,78.5632,17.58065,Shamirpet_60.000_Outer
60,60,78.5632,17.58065,Shamirpet_60.000 Inner
60.5,60.72,78.56954,17.57823,Shamirpet_60.500 _outer
60.6,60.72,78.56954,17.57823,Shamirpet_60.600 _outer
60.7,60.72,78.56954,17.57823,Shamirpet_60.700_Outer
60.72,60.72,78.56954,17.57823,Shamirpet
60.72,60.72,78.56954,17.57823,Shamirpet_60.720_inner
60.72,60.72,78.56954,17.57823,Shamirpet_60.720_inner
60.72,60.72,78.56954,17.57823,Shamirpet_60.720_INNER
60.72,60.72,78.56954,17.57823,Shamirpet_60.720_inner
60.72,60.72,78.56954,17.57823,Shamirpet_60.720_inner
60.72,60.72,78.56954,17.57823,Shamirpet_60.720_inner
60.72,60.72,78.56954,17.57823,Shamirpet_Exit-7_inner
60.72,60.72,78.56954,17.57823,Shamirpet_Exit-7_inner
60.72,60.72,78.56954,17.57823,Shamirpet_Exit-7_inner
60.72,60.72,78.56954,17.57823,Shamirpet_Exit-7_inner
60.72,60.72,78.56954,17.57823,Shamirpet_Exit-07_inner
60.72,60.72,78.56954,17.57823,Shamirpet_Exit - 07_INNER
60.72,60.72,78.56954,17.57823,Shamirpet_60.720_INNER
60.72,60.72,78.56954,17.57823,Shamirpet_60.720_INNER
60.72,60.72,78.56954,17.57823,Shamirpet_Exit - 07 Inner
60.72,60.72,78.56954,17.57823,Shamirpet_Exit - 7 Inner
60.72,60.72,78.56954,17.57823,Shamirpet_60.720_Inner
60.72,60.72,78.56954,17.57823,Shamirpet_60.720 Outer
60.72,60.72,78.56954,17.57823,Shamirpet_60.720 Inner
60.75,60.72,78.56954,17.57823,Shamirpet_60.750_Service Road
60.95,61.025,78.57227,17.5776,Shamirpet_60.950 Outer
60.95,61.025,78.57227,17.5776,Shamirpet_60.950 _Inner
61,61.025,78.57227,17.5776,Shamirpet_61 - 60_inner
61,61.025,78.57227,17.5776,Shamirpet_61.000_inner
61,61.025,78.57227,17.5776,Shamirpet_61.000_inner
61,61.025,78.57227,17.5776,Shamirpet_61.000 _outer
61,61.025,78.57227,17.5776,Shamirpet_61.000_inner
61,61.025,78.57227,17.5776,Shamirpet_61.000_Outer
61,61.025,78.57227,17.5776,Shamirpet_61.000_inner
61,61.025,78.57227,17.5776,Shamirpet_61.000_Outer
61,61.025,78.57227,17.5776,Shamirpet_61.000 Inner
61,61.025,78.57227,17.5776,Shamirpet_61.000 Inner
61.05,61.025,78.57227,17.5776,Shamirpet_61.050 Outer
61.1,61.1,78.57146,17.57603,Shamirpet
61.1,61.1,78.57146,17.57603,Shamirpet
61.1,61.1,78.57146,17.57603,Shamirpet
61.1,61.1,78.57146,17.57603,Shamirpet_61.100
61.1,61.1,78.57146,17.57603,Shamirpet_61.100 Toll Plaza
61.1,61.1,78.57146,17.57603,Shamirpet_61.100_Trauma
61.1,61.1,78.57146,17.57603,Rajendra_Nagar_Exit-07_Outer
61.1,61.1,78.57146,17.57603,Shamirpet_61.100_inner
61.1,61.1,78.57146,17.57603,Shamirpet_Exit-7_Outer
61.1,61.1,78.57146,17.57603,Shamirpet_Exit-7_Outer
61.1,61.1,78.57146,17.57603,Shamirpet_61.100_INNER
61.1,61.1,78.57146,17.57603,Shamirpet_61.100_OUTER
61.1,61.1,78.57146,17.57603,Shamirpet_61.100
61.1,61.1,78.57146,17.57603,Shamirpet_61.100_Trauma
61.1,61.1,78.57146,17.57603,Shamirpet_61.100_Service Road
61.1,61.1,78.57146,17.57603,Shamirpet_61.100_Outer
61.1,61.1,78.57146,17.57603,Shamirpet_61.100_Inner
61.1,61.1,78.57146,17.57603,Shamirpet_61.100_Outer
61.1,61.1,78.57146,17.57603,Shamirpet_61.100 Inner
61.3,61.2,78.57357,17.5776,Shamirpet_61.300_inner
61.3,61.2,78.57357,17.5776,Shamirpet_61.300_inner
61.4,61.2,78.57357,17.5776,Shamirpet_61.400 _outer
61.45,61.2,78.57357,17.5776,Shamirpet_61.450 Inner
61.8,61.9,78.58098,17.57821,Shamirpet_61.800_inner
61.9,61.9,78.58098,17.57821,Shamirpet_61.900 Inner
62,61.9,78.58098,17.57821,Shamirpet_62.000_Outer
62,61.9,78.58098,17.57821,Shamirpet_62.000 Inner
62.2,62.3,78.58438,17.5785,Shamirpet_62.200_Inner
62.35,62.3,78.58438,17.5785,Shamirpet_62.350_Inner
62.5,62.3,78.58438,17.5785,Shamirpet_62.500_INNER
62.55,62.3,78.58438,17.5785,Shamirpet_62.550 Inner
62.83,63,78.59077,17.57906,Shamirpet_62.830_Inner
62.9,63,78.59077,17.57906,Shamirpet_62.900_inner
63,63,78.59077,17.57906,Shamirpet
63,63,78.59077,17.57906,Shamirpet_63.000_inner
63,63,78.59077,17.57906,Shamirpet_63 - 64 _outer
63,63,78.59077,17.57906,Shamirpet_63.000_inner
63,63,78.59077,17.57906,Shamirpet_63_inner
63,63,78.59077,17.57906,Shamirpet_63.000_Inner
63.05,63,78.59077,17.57906,Shamirpet_63.050_Inner
63.1,63,78.59077,17.57906,Shamirpet_63.100_Outer
63.2,63,78.59077,17.57906,Shamirpet_63.200_INNER
63.2,63,78.59077,17.57906,Shamirpet_63.200_Outer
63.2,63,78.59077,17.57906,Shamirpet_63.200_Outer
63.3,63,78.59077,17.57906,Shamirpet_63.300_Outer
63.3,63,78.59077,17.57906,Shamirpet_63.300 Inner
63.6,64,78.59961,17.57649,Shamirpet_63.600 Inner
63.8,64,78.59961,17.57649,Shamirpet_63.800 Outer
64,64,78.59961,17.57649,Shamirpet_64.000_inner
64.15,64,78.59961,17.57649,Shamirpet_64.150_Outer
64.2,64,78.59961,17.57649,Shamirpet_64.200_inner
64.2,64,78.59961,17.57649,Shamirpet_64.200 Inner
64.4,64,78.59961,17.57649,Shamirpet_64.400 Inner
64.5,64,78.59961,17.57649,Shamirpet_64.500_OUTER
64.5,64,78.59961,17.57649,Shamirpet_64.500_inner
64.5,64,78.59961,17.57649,Shamirpet_64.500 Inner
64.6,65.1,78.60919,17.57256,Shamirpet_64.600_INNER
64.6,65.1,78.60919,17.57256,Shamirpet_64.600 Outer
65,65.1,78.60919,17.57256,Shamirpet_65 _outer
65,65.1,78.60919,17.57256,Shamirpet_65.000 _outer
65,65.1,78.60919,17.57256,Shamirpet_65.000_inner
65,65.1,78.60919,17.57256,Shamirpet_65.000_Outer
65,65.1,78.60919,17.57256,Shamirpet_65.000_Inner
65.1,65.1,78.60919,17.57256,Shamirpet_65.100 _outer
65.1,65.1,78.60919,17.57256,Shamirpet_65.100 _outer
65.1,65.1,78.60919,17.57256,Shamirpet_65.100_Outer
65.1,65.1,78.60919,17.57256,Shamirpet_65.100 Outer
65.3,65.1,78.60919,17.57256,Shamirpet_65.300 _outer
65.4,65.1,78.60919,17.57256,Shamirpet_65.400_Outer
65.5,65.1,78.60919,17.57256,Shamirpet_65.500_inner
65.5,65.1,78.60919,17.57256,Shamirpet_65.500_Inner
65.55,65.1,78.60919,17.57256,Shamirpet
65.7,66,78.61687,17.56939,Shamirpet_65.700 Outer
65.8,66,78.61687,17.56939,Shamirpet_65.800 _outer
65.8,66,78.61687,17.56939,Shamirpet_65.800_INNER
65.9,66,78.61687,17.56939,Shamirpet_65.900_Inner
66,66,78.61687,17.56939,Shamirpet
66,66,78.61687,17.56939,Shamirpet_66.000_inner
66,66,78.61687,17.56939,Shamirpet_66.000_Outer
66.1,66,78.61687,17.56939,Shamirpet_66.100_inner
66.2,66,78.61687,17.56939,Shamirpet_66.200_inner
66.25,66,78.61687,17.56939,Shamirpet_66.250 Outer
66.4,66,78.61687,17.56939,Shamirpet_66.400 Inner
66.5,66,78.61687,17.56939,Shamirpet_66.500_inner
66.5,66,78.61687,17.56939,Shamirpet_66.500_INNER
66.55,67,78.62412,17.56383,Shamirpet_66.550 Inner
66.6,67,78.62412,17.56383,Shamirpet_66.600_Outer
66.6,67,78.62412,17.56383,Shamirpet_66.600_Outer
66.6,67,78.62412,17.56383,Shamirpet_66.600 Outer
66.6,67,78.62412,17.56383,Shamirpet_66.600 Inner
66.75,67,78.62412,17.56383,Shamirpet_66.750 Inner
66.9,67,78.62412,17.56383,Shamirpet_66.900 Outer
67,67,78.62412,17.56383,Shamirpet
67,67,78.62412,17.56383,Shamirpet_ 67.000_inner
67,67,78.62412,17.56383,Shamirpet_67.000_inner
67,67,78.62412,17.56383,Shamirpet_67.000_inner
67,67,78.62412,17.56383,Shamirpet_67.000_inner
67,67,78.62412,17.56383,Shamirpet_67.000_inner
67,67,78.62412,17.56383,Shamirpet_67.000 Inner
67,67,78.62412,17.56383,Shamirpet_67.000 Inner
67.2,67,78.62412,17.56383,Shamirpet_67.200 Inner
67.5,67,78.62412,17.56383,Shamirpet_67.500_inner
67.5,67,78.62412,17.56383,Shamirpet_68.000-67.000_Inner
67.55,68,78.62772,17.55573,Shamirpet_67.550 Outer
67.6,68,78.62772,17.55573,Shamirpet_67.600_Outer
67.6,68,78.62772,17.55573,Shamirpet_67.600 Outer
67.72,68,78.62772,17.55573,Shamirpet_ 67.720_inner
67.85,68,78.62772,17.55573,Shamirpet_67.850_Outer
67.9,68,78.62772,17.55573,Keesara_67.900_Inner
68,68,78.62772,17.55573,Shamirpet_68.000 _outer
68,68,78.62772,17.55573,Shamirpet_68.000_inner
68,68,78.62772,17.55573,Shamirpet_68.000_inner
68,68,78.62772,17.55573,Shamirpet_68.000_Outer
68,68,78.62772,17.55573,Shamirpet_68.000_OUTER
68,68,78.62772,17.55573,Shamirpet_68.000_OUTER
68,68,78.62772,17.55573,Shamirpet_68.000 Inner
68.1,68,78.62772,17.55573,Shamirpet_68.100_INNER
68.1,68,78.62772,17.55573,Shamirpet_68.100_OUTER
68.1,68,78.62772,17.55573,Shamirpet_68.100 Outer
68.5,68,78.62772,17.55573,Shamirpet_68.500_inner
68.5,68,78.62772,17.55573,Shamirpet_68.500_Outer
68.5,68,78.62772,17.55573,Shamirpet_68.500 Outer
68.55,69,78.63001,17.5469,Shamirpet_68.550_Inner
68.6,69,78.63001,17.5469,Shamirpet_68.600 Inner
68.6,69,78.63001,17.5469,Shamirpet_68.600 Inner
68.8,69,78.63001,17.5469,Shamirpet_68.800 Inner
68.9,69,78.63001,17.5469,Shamirpet_68.900 Inner
68.95,69,78.63001,17.5469,Keesara_68.950 Outer
69,69,78.63001,17.5469,Shamirpet
69,69,78.63001,17.5469,Shamirpet
69,69,78.63001,17.5469,Shamirpet_69.000_inner
69,69,78.63001,17.5469,Shamirpet_69.000_inner
69.15,69,78.63001,17.5469,Shamirpet_69.150 Outer
69.2,69,78.63001,17.5469,Shamirpet_69.200 Inner
69.25,69,78.63001,17.5469,Shamirpet_69.250 Inner
69.4,69,78.63001,17.5469,Keesara_69.400 Inner
69.4,69,78.63001,17.5469,Shamirpet_69.400 Inner
69.5,69,78.63001,17.5469,Shamirpet
69.5,69,78.63001,17.5469,Keesara_69.500_OUTER
69.5,69,78.63001,17.5469,Shamirpet_69.500 Outer
69.6,70,78.63255,17.53761,Shamirpet_69.600
69.9,70,78.63255,17.53761,Keesara_69.900_inner
70,70,78.63255,17.53761,Keesara_70.000_inner
70,70,78.63255,17.53761,Shamirpet_70.000 _outer
70,70,78.63255,17.53761,Shamirpet_70.000 _outer
70.2,70,78.63255,17.53761,Keesara_70.200 Inner
70.3,70,78.63255,17.53761,Keesara_70.300_inner
70.3,70,78.63255,17.53761,Keesara_70.300_Outer
70.45,70,78.63255,17.53761,Shamirpet_70.450_Outer
70.45,70,78.63255,17.53761,Keesara_70.450 Inner
70.6,71,78.63678,17.53012,Shamirpet_70.600 _outer
70.65,71,78.63678,17.53012,Keesara_70.650_Outer
70.65,71,78.63678,17.53012,Keesara_70.650 Inner
71,71,78.63678,17.53012,Keesara_71.000_inner
71,71,78.63678,17.53012,Keesara_71.000_inner
71,71,78.63678,17.53012,Keesara_71.000_inner
71,71,78.63678,17.53012,Keesara_71.000_INNER
71,71,78.63678,17.53012,Keesara_71.000_OUTER
71,71,78.63678,17.53012,Shamirpet_71.000 Inner
71.2,71.3,78.63887,17.52805,Kessara_71.200_inner
71.2,71.3,78.63887,17.52805,Shamirpet_71.200 _outer
71.3,71.3,78.63887,17.52805,Keesara_71.300 Outer
71.3,71.3,78.63887,17.52805,Keesara_71.300 Inner
71.35,71.3,78.63887,17.52805,Keesara_71.350_Outer
71.4,71.3,78.63887,17.52805,Keesara_71.400 _outer
71.5,71.3,78.63887,17.52805,Keesara_71.500 Inner
71.6,71.3,78.63887,17.52805,Keesara_71.600 Outer
71.6,71.3,78.63887,17.52805,Keesara_71.600 Outer
71.6,71.3,78.63887,17.52805,Keesara_71.600 Outer
71.65,72,78.64242,17.52294,Keesara_71.650 Inner
71.8,72,78.64242,17.52294,Keesara_71.800 Outer
71.9,72,78.64242,17.52294,Keesara_71.900_Inner
71.9,72,78.64242,17.52294,Keesara_71.900 Outer
71.92,72,78.64242,17.52294,Keesara_71.920_Outer
72,72,78.64242,17.52294,Keesara_72.000 _outer
72,72,78.64242,17.52294,Keesara_72.000_inner
72,72,78.64242,17.52294,Keesara_72.000_Outer
72.1,72,78.64242,17.52294,Keesara_72.100_inner
72.2,72,78.64242,17.52294,Keesara_72.200 Outer
72.4,72.6,78.64621,17.51854,Keesara_72.400_Outer
72.4,72.6,78.64621,17.51854,Keesara_72.400 Outer
72.45,72.6,78.64621,17.51854,keesara_72.450 Outer
72.5,72.6,78.64621,17.51854,Keesara_72.500_INNER
72.6,72.6,78.64621,17.51854,Keesara_Exit 8 _outer
72.65,72.65,78.6458,17.51815,Keesara_Service Road
72.65,72.65,78.6458,17.51815,Keesara_Exit-08_inner
72.65,72.65,78.6458,17.51815,Keesara_Exit-08_inner
72.65,72.65,78.6458,17.51815,Keesara_Exit-08_inner
72.65,72.65,78.6458,17.51815,Keesara_Exit - 08_INNER
72.65,72.65,78.6458,17.51815,Keesara_Exit - 08_INNER
72.65,72.65,78.6458,17.51815,Keesara_Exit - 08_OUTER
72.65,72.65,78.6458,17.51815,Keesara_Exit - 08_INNER
72.65,72.65,78.6458,17.51815,keesara_72.650_INNER
72.65,72.65,78.6458,17.51815,Ghatkesar - Keesara_Exit - 9 - 8 Inner
72.65,72.65,78.6458,17.51815,keesara_Exit - 08 Inner
72.65,72.65,78.6458,17.51815,Keesara_72.650_Inner
72.7,72.65,78.6458,17.51815,Keesara_72.700_Inner
72.85,72.65,78.6458,17.51815,Keesara_72.850_Outer
72.9,72.65,78.6458,17.51815,Keesara_72.900 _outer
72.9,72.65,78.6458,17.51815,Keesara_72.900_Outer
72.9,72.65,78.6458,17.51815,Keesara_72.900 Inner
73,73.25,78.6484,17.51345,Keesara
73,73.25,78.6484,17.51345,Keesara
73,73.25,78.6484,17.51345,Keesara
73,73.25,78.6484,17.51345,keesara_73.000_inner
73.2,73.25,78.6484,17.51345,Keesara_73.200_Inner
73.25,73.25,78.6484,17.51345,Keesara_73.250_Inner
73.3,73.3,78.64905,17.51308,Keesara
73.3,73.3,78.64905,17.51308,keesara_73.300 _outer
73.3,73.3,78.64905,17.51308,Keesara_73.300_inner
73.3,73.3,78.64905,17.51308,Keesara_Exit-08
73.3,73.3,78.64905,17.51308,Keesara_73.300_inner
73.3,73.3,78.64905,17.51308,Keesara_Exit-8_Outer
73.3,73.3,78.64905,17.51308,Keesara_Exit-08_Outer
73.3,73.3,78.64905,17.51308,Keesara_Exit-08_Outer
73.3,73.3,78.64905,17.51308,Keesara_Exit-08_Outer
73.3,73.3,78.64905,17.51308,Shamirpet - Keesara_Outer
73.3,73.3,78.64905,17.51308,Keesara_73.300 Inner
73.6,73.36,78.64897,17.51234,Keesara_73.600 Inner
73.7,74,78.65258,17.50772,Keesara_73.700 Inner
73.9,74,78.65258,17.50772,Keesara_73.900 Inner
74,74,78.65258,17.50772,Keesara_74.000_inner
74,74,78.65258,17.50772,Keesara_74.000_inner
74,74,78.65258,17.50772,Keesara_74.000_Outer
74,74,78.65258,17.50772,Keesara_74.000 Outer
74.2,74,78.65258,17.50772,Keesara_74.200_Outer
74.3,74,78.65258,17.50772,Keesara_74.300_Inner
74.3,74,78.65258,17.50772,Keesara_74.300 Outer
74.4,74,78.65258,17.50772,Keesara_74.400_Outer
74.45,74.85,78.65701,17.50108,Keesara_74.450 Outer
74.65,74.85,78.65701,17.50108,keesara_74.650 _outer
74.8,74.85,78.65701,17.50108,Keesara_74.800 Outer
74.9,74.85,78.65701,17.50108,Keesara_74.900_inner
75,75,78.6575,17.50008,Keesara
75,75,78.6575,17.50008,Keesara_75.000_inner
75,75,78.6575,17.50008,Keesara_75.000_inner
75,75,78.6575,17.50008,Keesara_75.000_Outer
75.15,75,78.6575,17.50008,Keesara_75.150 Inner
75.2,75,78.6575,17.50008,keesara_75.200_inner
75.25,75,78.6575,17.50008,Keesara_75.250 Inner
75.3,75,78.6575,17.50008,Keesara_75.300_Inner
75.45,75,78.6575,17.50008,Keesara_75.450 Outer
75.8,76,78.66205,17.49218,Keesara_75.800 Outer
75.95,76,78.66205,17.49218,Keesara_75.950 Outer
76,76,78.66205,17.49218,Keesara
76,76,78.66205,17.49218,Keesara
76,76,78.66205,17.49218,Keesara
76,76,78.66205,17.49218,Keesara_76.000 _outer
76,76,78.66205,17.49218,Keesara_76.000_inner
76,76,78.66205,17.49218,Keesara_76.000_inner
76,76,78.66205,17.49218,Keesara_76.000_inner
76,76,78.66205,17.49218,Keesara_76.000_inner
76,76,78.66205,17.49218,Keesara_76.000_Outer
76,76,78.66205,17.49218,Keesara_76.000_Outer
76.4,76,78.66205,17.49218,Keesara_76.400_Inner
76.5,76,78.66205,17.49218,Keesara_76.500 _outer
76.5,76,78.66205,17.49218,keesara_76.500_inner
76.5,76,78.66205,17.49218,Keesara_76.500_Inner
76.5,76,78.66205,17.49218,keesara_76.500_Inner
76.9,77,78.6661,17.48407,Keesara_76.900_INNER
77,77,78.6661,17.48407,Keesara
77,77,78.6661,17.48407,keesara_77_inner
77,77,78.6661,17.48407,Keesara_77.000_inner
77,77,78.6661,17.48407,Keesara_77.000 _outer
77,77,78.6661,17.48407,Keesara - Ghatkesar
77,77,78.6661,17.48407,Keesara_77.000_inner
77,77,78.6661,17.48407,Keesara_77.000_INNER
77,77,78.6661,17.48407,Keesara_77.000_INNER
77,77,78.6661,17.48407,Keesara_77.000_INNER
77.1,77,78.6661,17.48407,Keesara_77.100_INNER
77.1,77,78.6661,17.48407,Keesara_77.100_INNER
77.1,77,78.6661,17.48407,Keesara_77.100_INNER
77.1,77,78.6661,17.48407,Keesara_77.100_INNER
77.1,77,78.6661,17.48407,Keesara_77.100_Inner
77.1,77,78.6661,17.48407,Keesara_77.100_Inner
77.1,77,78.6661,17.48407,Keesara_77.100 Inner
77.2,77,78.6661,17.48407,Keesara_77.200_Inner
77.3,77,78.6661,17.48407,Keesara_77.300 Inner
77.4,77,78.6661,17.48407,Keesara_77.400_inner
77.5,77,78.6661,17.48407,Keesara_77.500_Outer
77.5,77,78.6661,17.48407,Ghatkesara_77.500_Outer
77.5,77,78.6661,17.48407,Keesara_77.500 Outer
77.55,77,78.6661,17.48407,Keesara
77.6,77,78.6661,17.48407,Keesara_77.600 Outer
77.6,77,78.6661,17.48407,Keesara_77.600 Outer
77.7,78.25,78.66975,17.4733,Keesara_77.700_Outer
77.75,78.25,78.66975,17.4733,Keesara_77.750 Outer
77.8,78.25,78.66975,17.4733,keesara_77.800 Outer
78,78.25,78.66975,17.4733,Keesara_78.000_inner
78,78.25,78.66975,17.4733,Keesara_78.000_OUTER
78,78.25,78.66975,17.4733,Keesara_78.000 Outer
78.2,78.25,78.66975,17.4733,Ghatkesar_ 78.200 _Outer
78.25,78.25,78.66975,17.4733,keesara_78.250 Outer
78.25,78.25,78.66975,17.4733,Keesara_78.250_Outer
78.25,78.25,78.66975,17.4733,Keesara_78.250 Outer
78.4,78.25,78.66975,17.4733,Keesara_78.400_Inner
78.4,78.25,78.66975,17.4733,Keesara_78.400 Outer
78.5,78.25,78.66975,17.4733,Keesara_78.500_inner
78.5,78.25,78.66975,17.4733,Keesara_78.500 outer
78.55,78.25,78.66975,17.4733,Ghtkesara_78.550 Inner
78.6,78.25,78.66975,17.4733,Keesara_78.600_Outer
78.8,79.25,78.67032,17.46443,Keesara
78.85,79.25,78.67032,17.46443,Keesara_78.850_inner
78.9,79.25,78.67032,17.46443,Ghatkesar_78.900_OUTER
78.9,79.25,78.67032,17.46443,Keesara_78.900_INNER
78.9,79.25,78.67032,17.46443,Keesara_78.900_INNER
79,79.25,78.67032,17.46443,Keesara
79,79.25,78.67032,17.46443,Keesara_79.000_inner
79,79.25,78.67032,17.46443,Keesara_79.000_INNER
79,79.25,78.67032,17.46443,Keesara_79.000 Outer
79,79.25,78.67032,17.46443,Keesara_79.000 Inner
79.25,79.25,78.67032,17.46443,Keesara_79.250_Outer
79.4,79.25,78.67032,17.46443,Keesara_79.400_Outer
79.45,79.25,78.67032,17.46443,Ghatkesar_79.450_Outer
79.5,79.25,78.67032,17.46443,keesara_79.500_inner
79.85,80.05,78.66923,17.45726,Keesara_79.850_Outer
79.9,80.05,78.66923,17.45726,Keesara_79.900_Outer
80,80.05,78.66923,17.45726,Ghatkesar_80.000 _outer
80,80.05,78.66923,17.45726,Ghtakesar_80.000_inner
80,80.05,78.66923,17.45726,Ghatkesar_80.000_Inner_Service Road
80,80.05,78.66923,17.45726,Ghatkesar_80.000_Inner_Service Road
80.05,80.05,78.66923,17.45726,Ghatkesar_80.050_inner
80.26,80.05,78.66923,17.45726,Ghatkesara_80.260_Outer
80.4,80.05,78.66923,17.45726,Ghatkesar_80.400 Inner
80.5,80.05,78.66923,17.45726,Taramatipet_80.500 _outer
80.5,80.05,78.66923,17.45726,Ghatkesar_80.500 _outer
80.5,80.05,78.66923,17.45726,Ghatkesar_80.500_Outer
80.5,80.05,78.66923,17.45726,Ghatkesara_80.500 Inner
80.55,80.05,78.66923,17.45726,Ghatkesar_80.550_INNER
80.6,80.05,78.66923,17.45726,Ghatkesar_80.600_inner
80.6,80.05,78.66923,17.45726,Ghatkesar_ORR_Chowrastra
80.6,80.05,78.66923,17.45726,Ghatkesar_80.600 Outer
81,81.25,78.66761,17.44635,Ghatkesar_81.000_inner
81,81.25,78.66761,17.44635,Ghatkesar_81.000_inner
81.2,81.25,78.66761,17.44635,Ghatkesar_81.200_Outer
81.4,81.4,78.66788,17.44487,Ghatkesar_81.400_inner
81.4,81.4,78.66788,17.44487,Ghatkesar_81.400 _outer
81.4,81.4,78.66788,17.44487,Ghatkesar_Exit-09_inner
81.4,81.4,78.66788,17.44487,Ghatkesar_-_Keesara_Exit-09_-_08_inner
81.4,81.4,78.66788,17.44487,Ghatkesar_81.400_inner
81.4,81.4,78.66788,17.44487,Ghatkesar_Exit-9_inner
81.4,81.4,78.66788,17.44487,Ghatkesar_Exit - 09_INNER
81.4,81.4,78.66788,17.44487,Ghatkesar_81.400_OUTER
81.5,81.5,78.66844,17.44435,Ghatkesar_81.500 _outer
81.5,81.5,78.66844,17.44435,Ghatkesar_81.500 Outer
81.5,81.5,78.66844,17.44435,Ghatkesar_81.500 Outer
81.55,81.55,78.66711,17.44179,GHATKESAR ORR UNDER BRIDGE
81.55,81.55,78.66711,17.44179,Ghatkesar_81.550
81.55,81.55,78.66711,17.44179,Ghatkesar_81.550 Ramp
81.55,81.55,78.66711,17.44179,Ghatkesar_81.550 Toll Plaza
81.55,81.55,78.66711,17.44179,Ghatkesar_81.550_Trauma
81.55,81.55,78.66711,17.44179,Ghatkesar_Exit 9_inner
81.55,81.55,78.66711,17.44179,Ghatkesar_81.550_Outer
81.6,81.55,78.66711,17.44179,Ghatkesar_81.600_Inner
81.6,81.55,78.66711,17.44179,Ghatkesar_81.600_Outer
81.6,81.55,78.66711,17.44179,Ghatkesar_81.600 Outer
81.6,81.55,78.66711,17.44179,Ghatkesar_81.600 Outer
81.7,81.725,78.66871,17.4421,Ghatkesar_81.700_inner
81.7,81.725,78.66871,17.4421,Ghatkesar_81.700 Inner
